Review,Price,Shipping,Outlook,Quality,Size,Shop_Service,General,Others,Review_Cleaned,tokens,input_ids,attention_mask
"[QC] Tặng thẻ nạp 10.000đ khi đăng ký gói SD150 trên ứng dụng My Viettel tại https://myvt.page.link/sd150 vào chủ nhật hàng tuần. Phí DV 150.000đ/30 ngày có 3GB/ngày. Gói cước gia hạn khi hết chu kỳ. Gói cước gia hạn khi hết chu kỳ. LH 198 (0đ). Từ chối QC, soạn TC3 gửi 199.",-1,-1,-1,-1,-1,-1,-1,2,"qc tặng thẻ nạp 10.000đ khi đăng ký gói sd150 trên ứng dụng my vietel tại vào chủ nhật hàng tuần. phí dv 150.000đ/30 ngày có 3gb/ngày. gói cước gia hạn khi hết chu kỳ. gói cước gia hạn khi hết chu kỳ. lh 198 (0đ). từ chối qc, soạn tc3 gửi 199.","['▁qc', '▁t', 'ặng', '▁thẻ', '▁n', 'ạp', '▁10', '.000', 'đ', '▁khi', '▁đ', 'ăng', '▁ký', '▁g', 'ói', '▁sd', '1', '50', '▁tr', 'ên', '▁ứng', '▁d', 'ụng', '▁my', '▁vi', 'et', 'el', '▁t', 'ại', '▁vào', '▁chủ', '▁nh', 'ật', '▁h', 'àng', '▁tu', 'ần', '.', '▁phí', '▁dv', '▁1', '50', '.000', 'đ', '/', '30', '▁ng', 'ày', '▁có', '▁3', 'gb', '/', 'ng', 'ày', '.', '▁g', 'ói', '▁c', 'ước', '▁g', 'ia', '▁h', 'ạn', '▁khi', '▁h', 'ết', '▁chu', '▁kỳ', '.', '▁g', 'ói', '▁c', 'ước', '▁g', 'ia', '▁h', 'ạn', '▁khi', '▁h', 'ết', '▁chu', '▁kỳ', '.', '▁lh', '▁1', '98', '▁(0', 'đ', ').', '▁từ', '▁ch', 'ối', '▁qc', ',', '▁so', 'ạn', '▁tc', '3', '▁g', 'ửi', '▁1', '99.']","[0, 7772, 6, 408, 1411, 16, 1070, 1573, 4107, 14648, 248, 8, 251, 1602, 20, 313, 2379, 14754, 6129, 26, 31, 1068, 22, 374, 826, 529, 574, 803, 6, 63, 239, 811, 18, 149, 13, 79, 362, 76, 14660, 702, 6691, 303, 6129, 4107, 14648, 14763, 4281, 23, 193, 41, 691, 4162, 14763, 4, 193, 14660, 20, 313, 5, 192, 20, 457, 13, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"Giày đẹp lắmm lunnn áa mng, nhưng coá vẻ hơii ngả vàng xíu tuy nhiên sẽ không dễ dàng nhìn thấy khii mang buổii tốii âu ạa.Giá tiền phù hợp vs hs sinh viên.",2,-1,1,-1,-1,-1,-1,-1,"giày đẹp lắm lun áa mọi người, nhưng coá vẻ hơi ngả vàng xíu tuy nhiên sẽ không dễ dàng nhìn thấy khi mang buổi tối âu ạa.giá tiền phù hợp với hs sinh viên.","['▁gi', 'ày', '▁đ', 'ẹp', '▁l', 'ắm', '▁l', 'un', '▁á', 'a', '▁m', 'ọi', '▁ng', 'ười', ',', '▁như', 'ng', '▁coá', '▁vẻ', '▁h', 'ơi', '▁ngả', '▁và', 'ng', '▁x', 'íu', '▁t', 'uy', '▁nh', 'iên', '▁sẽ', '▁kh', 'ông', '▁dễ', '▁d', 'àng', '▁nh', 'ìn', '▁th', 'ấy', '▁khi', '▁m', 'ang', '▁bu', 'ổi', '▁t', 'ối', '▁âu', '▁ạ', 'a', '.', 'giá', '▁t', 'iền', '▁phù', '▁h', 'ợp', '▁v', 'ới', '▁hs', '▁s', 'inh', '▁v', 'iên', '.']","[0, 33, 193, 8, 165, 10, 178, 10, 850, 247, 14643, 9, 301, 23, 92, 14665, 65, 4, 10467, 863, 13, 74, 10168, 62, 4, 34, 1258, 6, 43, 18, 161, 237, 25, 38, 463, 22, 79, 18, 300, 12, 49, 248, 9, 86, 434, 292, 6, 242, 3819, 155, 14643, 14660, 5872, 6, 209, 1318, 13, 491, 15, 54, 3019, 19, 81, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
hàng ok với tầm giá này ko đòi hỏi nhiều được đâu vì mình thấy ok rùi ship cũng nhanh 👍🏼,-1,1,-1,-1,-1,-1,2,-1,hàng ổn với tầm giá này không đòi hỏi nhiều được đâu vì mình thấy ổn rồi ship cũng nhanh,"['▁h', 'àng', '▁ổn', '▁v', 'ới', '▁t', 'ầm', '▁giá', '▁này', '▁kh', 'ông', '▁đ', 'òi', '▁h', 'ỏi', '▁nh', 'iều', '▁đ', 'ược', '▁đ', 'âu', '▁vì', '▁m', 'ình', '▁th', 'ấy', '▁ổn', '▁r', 'ồi', '▁sh', 'ip', '▁c', 'ũng', '▁nha', 'nh']","[0, 13, 79, 645, 15, 54, 6, 384, 224, 75, 25, 38, 8, 753, 13, 314, 18, 167, 8, 103, 8, 101, 327, 9, 39, 12, 49, 645, 24, 80, 223, 648, 5, 93, 87, 7, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Hàng giao nhanh, màu giống trong ảnh, đi vừa chân và thoải mái nha mn nên mua",-1,1,-1,1,1,-1,-1,-1,"hàng giao nhanh, màu giống trong ảnh, đi vừa chân và thoải mái nha mọi người nên mua","['▁h', 'àng', '▁gi', 'ao', '▁nha', 'nh', ',', '▁màu', '▁gi', 'ống', '▁tr', 'ong', '▁ảnh', ',', '▁đi', '▁v', 'ừa', '▁ch', 'ân', '▁và', '▁tho', 'ải', '▁m', 'ái', '▁nha', '▁m', 'ọi', '▁ng', 'ười', '▁n', 'ên', '▁mua']","[0, 13, 79, 33, 44, 87, 7, 14665, 484, 33, 164, 26, 68, 444, 14665, 48, 15, 320, 11, 91, 62, 535, 99, 9, 205, 87, 9, 301, 23, 92, 16, 31, 183, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày đẹp . Thích nhất cách đóng gói của shop. Bao chắc chắn luôn. Sẽ ủng hộ lần sau,-1,-1,1,-1,-1,1,-1,-1,giày đẹp . thích nhất cách đóng gói của shop. bao chắc chắn luôn. sẽ ủng hộ lần sau,"['▁gi', 'ày', '▁đ', 'ẹp', '▁.', '▁th', 'ích', '▁nh', 'ất', '▁cá', 'ch', '▁đó', 'ng', '▁g', 'ói', '▁c', 'ủa', '▁shop', '.', '▁b', 'ao', '▁ch', 'ắc', '▁ch', 'ắn', '▁luôn', '.', '▁sẽ', '▁ủng', '▁hộ', '▁l', 'ần', '▁s', 'au']","[0, 33, 193, 8, 165, 140, 12, 210, 18, 51, 58, 60, 136, 4, 20, 313, 5, 98, 308, 14660, 14, 44, 11, 181, 11, 307, 166, 14660, 237, 716, 416, 10, 76, 19, 172, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Giày rất đẹp nha, mọi người nên mua ạ",-1,-1,1,-1,-1,-1,-1,-1,"giày rất đẹp nha, mọi người nên mua ạ","['▁gi', 'ày', '▁r', 'ất', '▁đ', 'ẹp', '▁nha', ',', '▁m', 'ọi', '▁ng', 'ười', '▁n', 'ên', '▁mua', '▁ạ']","[0, 33, 193, 24, 51, 8, 165, 87, 14665, 9, 301, 23, 92, 16, 31, 183, 155, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Hình ảnh chỉ mang tính chất nhận xu, sản phẩm rất tốt, giao hàng rất nhanh",-1,1,-1,-1,-1,-1,1,-1,"hình ảnh chỉ mang tính chất nhận xu, sản phẩm rất tốt, giao hàng rất nhanh","['▁h', 'ình', '▁ảnh', '▁chỉ', '▁m', 'ang', '▁t', 'ính', '▁ch', 'ất', '▁nh', 'ận', '▁xu', ',', '▁s', 'ản', '▁ph', 'ẩm', '▁r', 'ất', '▁t', 'ốt', ',', '▁gi', 'ao', '▁h', 'àng', '▁r', 'ất', '▁nha', 'nh']","[0, 13, 39, 444, 229, 9, 86, 6, 261, 11, 51, 18, 138, 420, 14665, 19, 169, 35, 277, 24, 51, 6, 185, 14665, 33, 44, 13, 79, 24, 51, 87, 7, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Tiền nào của nấy Mua đắt tí xài cho sướng ah Hk đc ok nhe Ảnh là thật nhé Cx nên mua ạ,-1,-1,-1,-1,-1,-1,-1,2,tiền nào của nấy mua đắt tí xài cho sướng ah hk được ổn nhe ảnh là thật nhé cũng nên mua ạ,"['▁t', 'iền', '▁nào', '▁c', 'ủa', '▁n', 'ấy', '▁mua', '▁đ', 'ắt', '▁tí', '▁x', 'ài', '▁cho', '▁s', 'ướ', 'ng', '▁ah', '▁hk', '▁đ', 'ược', '▁ổn', '▁n', 'he', '▁ảnh', '▁là', '▁th', 'ật', '▁nhé', '▁c', 'ũng', '▁n', 'ên', '▁mua', '▁ạ']","[0, 6, 209, 156, 5, 98, 16, 49, 183, 8, 274, 746, 34, 96, 71, 19, 142, 4, 1011, 1804, 8, 103, 645, 16, 759, 444, 29, 12, 149, 228, 5, 93, 16, 31, 183, 155, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Đúng mô tả nhưng hàng ở bên nước ngoài nên vận chuyển lâu nói chung là tạm được,-1,0,-1,-1,-1,-1,1,-1,đúng mô tả nhưng hàng ở bên nước ngoài nên vận chuyển lâu nói chung là tạm được,"['▁đ', 'úng', '▁mô', '▁tả', '▁như', 'ng', '▁h', 'àng', '▁ở', '▁b', 'ên', '▁n', 'ước', '▁ngo', 'ài', '▁n', 'ên', '▁v', 'ận', '▁ch', 'uy', 'ển', '▁l', 'âu', '▁nói', '▁ch', 'ung', '▁là', '▁t', 'ạm', '▁đ', 'ược']","[0, 8, 208, 905, 1521, 65, 4, 13, 79, 198, 14, 31, 16, 192, 445, 96, 16, 31, 15, 138, 11, 43, 636, 10, 101, 233, 11, 160, 29, 6, 479, 8, 103, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hợp với túi tiền gói hàng không kỹ hàng đến tay móp méo đủ kiểu,-1,-1,-1,-1,-1,0,2,-1,hợp với túi tiền gói hàng không kỹ hàng đến tay móp méo đủ kiểu,"['▁h', 'ợp', '▁v', 'ới', '▁t', 'úi', '▁t', 'iền', '▁g', 'ói', '▁h', 'àng', '▁kh', 'ông', '▁kỹ', '▁h', 'àng', '▁đ', 'ến', '▁t', 'ay', '▁m', 'óp', '▁m', 'éo', '▁đủ', '▁k', 'iểu']","[0, 13, 491, 15, 54, 6, 805, 6, 209, 20, 313, 13, 79, 25, 38, 1452, 13, 79, 8, 195, 6, 46, 9, 1116, 9, 506, 487, 17, 287, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày đẹp  Chuẩn bị và giao hàng rất nhanh  Shipper thân thiện và dễ thương lắm ạ 😍😍,-1,1,-1,1,-1,1,1,-1,giày đẹp chuẩn bị và giao hàng rất nhanh shiper thân thiện và dễ thương lắm ạ,"['▁gi', 'ày', '▁đ', 'ẹp', '▁chu', 'ẩn', '▁bị', '▁và', '▁gi', 'ao', '▁h', 'àng', '▁r', 'ất', '▁nha', 'nh', '▁sh', 'ip', 'er', '▁th', 'ân', '▁th', 'iện', '▁và', '▁dễ', '▁th', 'ươ', 'ng', '▁l', 'ắm', '▁ạ']","[0, 33, 193, 8, 165, 429, 375, 199, 62, 33, 44, 13, 79, 24, 51, 87, 7, 223, 648, 267, 12, 91, 12, 263, 62, 463, 12, 107, 4, 10, 178, 155, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Vải kh được đẹp(vì giá tiền rẻ nên chấp nhận),và giây giày thì xấu,nói chung là cũng oce, nhưng mà điều mình đánh giá 1sao đó là Mình nt đổi trả size cứ lơ mình, kh rep, giày shop rất là chật, nó tự lùi 2 size nhé mn, mình size 38 nhưng đặt size 39 chật rất nhiều, mình mún đổi thành 41 thì kh rep",-1,-1,-1,0,0,0,-1,-1,"vải không được đẹp(vì giá tiền rẻ nên chấp nhận),và giây giày thì xấu,nói chung là cũng oce, nhưng mà điều mình đánh giá 1sao đó là mình nhắn tin đổi trả size cứ lơ mình, không rep, giày shop rất là chật, nó tự lùi 2 size nhé mọi người, mình size 38 nhưng đặt size 39 chật rất nhiều, mình mún đổi thành 41 thì không rep","['▁v', 'ải', '▁kh', 'ông', '▁đ', 'ược', '▁đ', 'ẹp', '(', 'vì', '▁giá', '▁t', 'iền', '▁rẻ', '▁n', 'ên', '▁ch', 'ấp', '▁nh', 'ận', '),', 'và', '▁gi', 'ây', '▁gi', 'ày', '▁thì', '▁x', 'ấu', ',', 'nói', '▁ch', 'ung', '▁là', '▁c', 'ũng', '▁o', 'ce', ',', '▁như', 'ng', '▁mà', '▁đ', 'iều', '▁m', 'ình', '▁đ', 'ánh', '▁giá', '▁1', 'sao', '▁đó', '▁là', '▁m', 'ình', '▁nh', 'ắn', '▁t', 'in', '▁đ', 'ổi', '▁trả', '▁size', '▁cứ', '▁lơ', '▁m', 'ình', ',', '▁kh', 'ông', '▁r', 'ep', ',', '▁gi', 'ày', '▁shop', '▁r', 'ất', '▁là', '▁ch', 'ật', ',', '▁nó', '▁tự', '▁l', 'ùi', '▁2', '▁size', '▁nhé', '▁m', 'ọi', '▁ng', 'ười', ',', '▁m', 'ình', '▁size', '▁38', '▁như', 'ng', '▁đ', 'ặt', '▁size', '▁39', '▁ch', 'ật', '▁r', 'ất', '▁nh', 'iều', ',', '▁m', 'ình', '▁m', 'ún', '▁đ', 'ổi', '▁th', 'ành', '▁4', '1', '▁thì', '▁kh', 'ông', '▁r', 'ep']","[0, 15, 99, 25, 38, 8, 103, 8, 165, 14748, 5436, 224, 6, 209, 752, 16, 31, 11, 467, 18, 138, 2516, 5219, 33, 145, 33, 193, 61, 34, 378, 14665, 5462, 11, 160, 29, 5, 93, 243, 1965, 14665, 65, 4, 50, 8, 167, 9, 39, 8, 262, 224, 303, 3251, 136, 29, 9, 39, 18, 307, 6, 102, 8, 292, 793, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"Giày đẹp nha mn, đóng góp cẩn thận, giá vậy là ok rồi Mình ham hố đặt size 37 nên hơi to chân",-1,-1,1,-1,2,1,-1,-1,"giày đẹp nha mọi người, đóng góp cẩn thận, giá vậy là ổn rồi mình ham hố đặt size 37 nên hơi to chân","['▁gi', 'ày', '▁đ', 'ẹp', '▁nha', '▁m', 'ọi', '▁ng', 'ười', ',', '▁đó', 'ng', '▁g', 'óp', '▁c', 'ẩn', '▁th', 'ận', ',', '▁giá', '▁v', 'ậy', '▁là', '▁ổn', '▁r', 'ồi', '▁m', 'ình', '▁h', 'am', '▁hố', '▁đ', 'ặt', '▁size', '▁37', '▁n', 'ên', '▁h', 'ơi', '▁to', '▁ch', 'ân']","[0, 33, 193, 8, 165, 87, 9, 301, 23, 92, 14665, 136, 4, 20, 1116, 5, 375, 12, 138, 14665, 224, 15, 179, 29, 645, 24, 80, 9, 39, 13, 97, 5126, 8, 244, 1082, 9196, 16, 31, 13, 74, 270, 11, 91, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày quá rộng k nên tăng thêm size bình thường đi sze gì thì mua size đó với form giày k đẹp lắm nhma giày thể thao nên s cx đc,-1,-1,0,-1,0,-1,-1,-1,giày quá rộng không nên tăng thêm size bình thường đi sze gì thì mua size đó với form giày không đẹp lắm nhưng mà giày thể thao nên s cũng được,"['▁gi', 'ày', '▁quá', '▁r', 'ộng', '▁kh', 'ông', '▁n', 'ên', '▁t', 'ăng', '▁th', 'êm', '▁size', '▁b', 'ình', '▁th', 'ườ', 'ng', '▁đi', '▁s', 'ze', '▁gì', '▁thì', '▁mua', '▁size', '▁đó', '▁v', 'ới', '▁form', '▁gi', 'ày', '▁kh', 'ông', '▁đ', 'ẹp', '▁l', 'ắm', '▁như', 'ng', '▁mà', '▁gi', 'ày', '▁thể', '▁th', 'ao', '▁n', 'ên', '▁s', '▁c', 'ũng', '▁đ', 'ược']","[0, 33, 193, 115, 24, 844, 25, 38, 16, 31, 6, 251, 12, 284, 1082, 14, 39, 12, 196, 4, 48, 19, 949, 143, 61, 183, 1082, 136, 15, 54, 3778, 33, 193, 25, 38, 8, 165, 10, 178, 65, 4, 50, 33, 193, 338, 12, 44, 16, 31, 19, 5, 93, 8, 103, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vừa đẹp vừa êm chân. Đáng mua nha. Sẽ ủng hộ lần sau thêm vài đôi nữa. Tuy nhiên không có size 35 cho bé nhỏ. Hy vọng mai mốt sẽ có thêm size 35 nha shop.,-1,-1,1,1,-1,-1,-1,-1,vừa đẹp vừa êm chân. đáng mua nha. sẽ ủng hộ lần sau thêm vài đôi nữa. tuy nhiên không có size 35 cho bé nhỏ. hy vọng mai mốt sẽ có thêm size 35 nha shop.,"['▁v', 'ừa', '▁đ', 'ẹp', '▁v', 'ừa', '▁êm', '▁ch', 'ân', '.', '▁đ', 'áng', '▁mua', '▁nha', '.', '▁sẽ', '▁ủng', '▁hộ', '▁l', 'ần', '▁s', 'au', '▁th', 'êm', '▁v', 'ài', '▁đ', 'ôi', '▁n', 'ữa', '.', '▁t', 'uy', '▁nh', 'iên', '▁kh', 'ông', '▁có', '▁size', '▁35', '▁cho', '▁bé', '▁nhỏ', '.', '▁hy', '▁v', 'ọng', '▁m', 'ai', '▁m', 'ốt', '▁sẽ', '▁có', '▁th', 'êm', '▁size', '▁35', '▁nha', '▁shop', '.']","[0, 15, 320, 8, 165, 15, 320, 1526, 11, 91, 14660, 8, 207, 183, 87, 14660, 237, 716, 416, 10, 76, 19, 172, 12, 284, 15, 96, 8, 78, 16, 174, 14660, 6, 43, 18, 161, 25, 38, 41, 1082, 6845, 71, 435, 598, 14660, 2201, 15, 382, 9, 82, 9, 185, 237, 41, 12, 284, 1082, 6845, 87, 308, 14660, 2, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
Giày ok nha .. Khá êm .. mà lỗ giày hơi ẩu .. với lại giao hàng quá lâu 7 8 ngày ms có,-1,0,-1,1,-1,-1,1,-1,giày ổn nha .. khá êm .. mà lỗ giày hơi ẩu .. với lại giao hàng quá lâu 7 8 ngày ms có,"['▁gi', 'ày', '▁ổn', '▁nha', '▁..', '▁khá', '▁êm', '▁..', '▁mà', '▁lỗ', '▁gi', 'ày', '▁h', 'ơi', '▁ẩu', '▁..', '▁v', 'ới', '▁l', 'ại', '▁gi', 'ao', '▁h', 'àng', '▁quá', '▁l', 'âu', '▁7', '▁8', '▁ng', 'ày', '▁ms', '▁có']","[0, 33, 193, 645, 87, 1951, 552, 1526, 1951, 50, 2194, 33, 193, 13, 74, 6026, 1951, 15, 54, 10, 63, 33, 44, 13, 79, 115, 10, 101, 456, 459, 23, 193, 1901, 41, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
đẹp như trong hình ổn mang oke mua đúng size chật nên tháo lót dsusng hàng,-1,-1,1,-1,0,-1,-1,-1,đẹp như trong hình ổn mang ổn mua đúng size chật nên tháo lót dsusng hàng,"['▁đ', 'ẹp', '▁như', '▁tr', 'ong', '▁h', 'ình', '▁ổn', '▁m', 'ang', '▁ổn', '▁mua', '▁đ', 'úng', '▁size', '▁ch', 'ật', '▁n', 'ên', '▁th', 'áo', '▁l', 'ót', '▁ds', 'us', 'ng', '▁h', 'àng']","[0, 8, 165, 65, 26, 68, 13, 39, 645, 9, 86, 645, 183, 8, 208, 1082, 11, 149, 16, 31, 12, 441, 10, 1357, 9894, 936, 4, 13, 79, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
